query_id,query_text,pred_x,pred_y,pred_w,pred_h
MI3_240819_TY1_0011_1_V02-8_1,Ⅲ. 거시경제 전망 소비심리 및 구성항목 기여도 혼합형에 대해 알려주세요,392.2773051261902,1791.3575914800167,1699.1908407211304,644.3693488240242
MI3_240819_TY1_0011_2_V02-4_1,금융기관의 대출태도 변화에 대한 꺾은선형 차트에 대해 알려주세요,369.74236726760864,1372.775120049715,1707.9130792617798,648.387177169323
MI3_240819_TY1_0011_3_V02-4_2,반도체 장비 수입액과 가격의 변화를 나타내는 꺾은선형 차트에 대해 알려주세요,366.4311361312866,1166.193469464779,1685.755820274353,912.4687751531601
MI3_240819_TY1_0011_4_V02-2_1,T01 T02 T03 가로 막대형에 대해 알려주세요,344.4665598869324,1373.5180016756058,1734.1532611846924,608.0050802230835
MI3_240819_TY1_0011_5_V02-8_2,지식재산생산물투자 공공 SW투자 예산에 대해 알려주세요,340.23810863494873,1220.9182287752628,1797.3642873764038,610.765684068203
MI3_240819_TY1_0011_6_V02-1_1,T01 T02 T03 차트(세로 막대형)에 대해 알려주세요,353.1627821922302,1533.4247941076756,1752.8581953048706,684.1328961253166
MI3_240819_TY1_0011_7_V02-8_1,호텔 등록현황 및 객실이용률에 대해 알려주세요,318.48047971725464,1274.9216169118881,1763.8298034667969,1063.175445318222
MI3_240819_TY1_0011_8_V02-4_1,상품수출에 대한 세계교역신장률 꺾은선형 차트에 대해 알려주세요,379.7454619407654,1498.0542142987251,1745.5709886550903,687.3967870473862
MI3_240819_TY1_0011_9_V02-8_2,T01 T02 T03 혼합형에 대해 알려주세요,394.4019889831543,2089.5332559347153,1701.666669845581,786.3320071697235
MI3_240819_TY1_0013_1_V02-4_2,미국 10년 만기 국채수익률 및 달러화지수에 대해 알려주세요,411.1954689025879,2171.6897746026516,1646.6498708724976,766.7394092679024
MI3_240819_TY1_0013_2_V02-8_2,T01 T02 T03 혼합형에 대해 알려주세요,377.9125738143921,2192.8045440912247,1705.880708694458,997.7422707080841
MI3_240819_TY1_0013_3_V02-8_2,T01 T02 T03 혼합형에 대해 알려주세요,400.01513957977295,1960.1369095742702,1663.9789009094238,716.1731718182564
MI3_240819_TY1_0013_4_V02-8_1,최근 고용 총 취업자수 혼합형 차트에 대해 알려주세요,386.3021445274353,2108.1802303195,1706.8767166137695,625.8805533647537
MI3_240819_TY1_0013_5_V02-8_2,아파트 전월세 거래량(전월대비) 그래프에 대해 알려주세요,393.65187883377075,1520.0606874227524,1663.0066919326782,719.2290151119232
MI3_240819_TY1_0013_6_V02-8_1,근원인플레이션 차트(혼합형)에 대해 알려주세요,409.9265122413635,1892.900960445404,1695.051007270813,695.1483907699585
MI3_240819_TY1_0013_7_V01_1,Ⅱ. 국내외 경제여건 전망 본문 표에 대해 알려주세요,384.7386574745178,1689.5225899219513,1703.0761289596558,712.346715927124
MI3_240819_TY1_0013_8_V02-1_1,전망시점에 대한 차트(세로 막대형)에 대해 알려주세요,385.09475469589233,2241.55161935091,1678.8473272323608,843.3597439527512
MI3_240819_TY1_0013_9_V02-4_2,유로지역 경제성장률 전망 차트(꺾은선형)에 대해 알려주세요,366.0253715515137,1270.6457154154778,1676.4899015426636,1573.960077881813
MI3_240819_TY1_0031_1_V02-4_1,최근의 경제동향에서 소비자심리지수 꺾은선형에 대해 알려주세요,966.4402461051941,1139.6307532787323,1342.3095846176147,937.2221565246582
MI3_240819_TY1_0031_2_V02-8_1,설비투자 관련 지표와 기계류 투자지수 및 기계류와 정밀기기 수입액 혼합형에 대해 알려주세요,145.11833906173706,1564.3310272693634,2029.3309545516968,1083.1427903175354
MI3_240819_TY1_0031_3_V01_2,산업 활동 제조업 생산 및 평균가동률 차트(세로 막대형)에 대해 알려주세요,472.4685072898865,448.00579023361206,1803.6460256576538,1124.290429353714
MI3_240819_TY1_0031_4_V01_1,서비스업 생산에 대해 알려주세요,200.92124223709106,863.6351353526115,1985.6925630569458,1449.3648487329483
MI3_240819_TY1_0031_5_V01_1,<표 7> 고용 관련 지표 차트(세로 막대형)에 대해 알려주세요,299.7211480140686,426.7274838089943,1986.5868711471558,1152.8806689977646
MI3_240819_TY1_0031_6_V01_1,월평균 명목임금 표에 대해 알려주세요,225.07554292678833,812.9031393527985,1987.7250814437866,1349.4728186130524
MI3_240819_TY1_0031_7_V02-4_1,소비자물가 상승률 추이에 대해 알려주세요,303.3920979499817,916.1640774011612,1967.4522256851196,1045.606816291809
MI3_240819_TY1_0031_8_V02-8_2,<그림 8> 아파트 매매가격 및 거래량 차트(혼합형)에 대해 알려주세요,540.4575777053833,1936.0245292186737,1622.5403594970703,1134.340488910675
MI3_240819_TY1_0031_9_V02-4_1,최근 경제 동향과 관련하여 총수출 및 일평균 수출에 대한 꺾은선형 차트에 대해 알려주세요,224.59926843643188,537.9402844905853,1328.8952589035034,2148.0003895759583
MI3_240819_TY1_0035_1_V01_1,현용 화폐에 대한 권종과 특징을 설명하는 표에 대해 알려주세요.,305.3540325164795,2127.5346189141273,1883.66117477417,985.881360411644
MI3_240819_TY1_0035_2_V01_1,현용 화폐 및 그 밖의 현용은행권에 대해 알려주세요,259.10256147384644,548.5340906381607,1947.5440406799316,2444.0902197360992
MI3_240819_TY1_0035_3_V01_1,발행정보에 대해 알려주세요,276.308753490448,548.5636773109436,1938.2354021072388,2498.5771617889404
MI3_240819_TY1_0035_4_V01_2,현용 화폐 그 밖의 현용주화 차트(가로 막대형)에 대해 알려주세요,303.9958667755127,646.5979675650597,1882.2911834716797,1052.28535425663
MI3_240819_TY1_0035_5_V01_1,현용 화폐 기념화폐 발행 현황에 대해 알려주세요,330.9285831451416,1532.4291189312935,1860.7210636138916,1544.695617556572
MI3_240819_TY1_0035_9_V02-4_2,주요 발권정책 추진사업 연도별 5만원권 누적 발행 및 환수 추이에 대해 알려주세요.,362.0287752151489,2327.2712934315205,1779.163122177124,617.793721139431
MI3_240819_TY1_0044_1_V02-4_1,최근의 경제동향에 대한 꺾은선형 차트에 대해 알려주세요.,1022.9815816879272,1036.9147641062737,1273.4849643707275,896.9360855817795
MI3_240819_TY1_0044_2_V01_1,최근 경제동향과 설비투자 관련 지표 차트에 대해 알려주세요.,206.1618137359619,341.40009450912476,1956.7772912979126,1810.3018701076508
MI3_240819_TY1_0044_3_V01_2,산업 활동 <표 4> 전산업 생산에 대해 알려주세요,363.226261138916,421.9052220582962,1937.609977722168,1306.5746521949768
MI3_240819_TY1_0044_4_V01_1,서비스업 생산 표에 대해 알려주세요,176.87026739120483,783.9082000255585,2024.2557191848755,1345.6796607971191
MI3_240819_TY1_0044_5_V01_2,산업별 취업자수 증감 표에 대해 알려주세요,382.04132080078125,389.4569011926651,1928.0321598052979,1267.4010610580444
MI3_240819_TY1_0044_6_V02-4_1,경기종합지수 꺾은선형에 대해 알려주세요,237.73946285247803,1329.7873311042786,1916.9136190414429,1047.4326171875
MI3_240819_TY1_0044_7_V01_1,소비자물가 상승률에 대해 알려주세요,347.0406150817871,828.0172245502472,1927.5286865234375,1245.3028483390808
MI3_240819_TY1_0044_8_V02-8_1,아파트 매매가격 및 거래량에 대한 혼합형 차트에 대해 알려주세요.,335.11549711227417,1817.7672253847122,1813.9032220840454,1202.8793232440948
MI3_240819_TY1_0044_9_V02-4_2,부동산가격 상승률에 대해 알려주세요,179.8892593383789,511.651689350605,1686.6267728805542,1720.8525763750076
MI3_240819_TY1_0052_1_V02-4_1,최근의 경제동향 차트(꺾은선형)에 대해 알려주세요,1022.8172063827515,1184.074954032898,1331.4183902740479,798.4366154670715
MI3_240819_TY1_0052_2_V02-8_1,조사통계월보 제75권 제5호에 담긴 기계류 투자지수와 기계류 및 정밀기기 수입액 혼합형 차트에 대해 알려주세요,226.3648247718811,605.7496975660324,1976.4671468734741,2054.4659395217896
MI3_240819_TY1_0052_3_V01_2,산업 활동 제조업 생산 및 평균가동률 차트에 대해 알려주세요,341.38474464416504,407.19196832180023,1975.2099418640137,1217.530058145523
MI3_240819_TY1_0052_4_V01_1,조사통계월보 제75권 제5호 (2021.5) 표에 대해 알려주세요.,193.6151885986328,944.1396878957748,1994.2684602737427,1343.844450712204
MI3_240819_TY1_0052_5_V01_1,<표 7> 고용 관련 지표에 대해 알려주세요,601.6356420516968,892.1658357381821,1773.5717010498047,1287.7410099506378
MI3_240819_TY1_0052_6_V01_1,월평균 명목임금 표에 대해 알려주세요,152.27901220321655,1107.33721357584,2072.22758769989,1086.257127404213
MI3_240819_TY1_0052_7_V02-4_1,물가에 대한 소비자물가 상승률 꺾은선형 차트에 대해 알려주세요,295.33201694488525,1157.9545220136642,1991.3172435760498,1035.7139947414398
MI3_240819_TY1_0052_8_V02-4_1,조사통계월보 제75권 제5호 (2021.5) 주택매수 심리지수 꺾은선형에 대해 알려주세요,609.3397736549377,1396.305071592331,1609.6985387802124,1424.579267024994
MI3_240819_TY1_0052_9_V02-4_1,대외 거래에 대한 자료를 포함한 꺾은선형에 대해 알려주세요,238.26303958892822,384.15957993268967,1238.530673980713,1571.6709266901016
MI3_240819_TY1_0061_1_V02-4_1,최근의 경제동향 차트(꺾은선형)에 대해 알려주세요,1097.960113286972,1122.5263631939888,1209.5399403572083,897.2426160573959
MI3_240819_TY1_0061_2_V01_2,조사통계월보 제76권 제1호의 건설기성액 차트에 대해 알려주세요,187.46826171875,541.7733790874481,2023.380184173584,2076.296722173691
MI3_240819_TY1_0061_3_V01_2,산업 활동 <표 5> 제조업 생산 및 평균가동률에 대해 알려주세요.,387.6194381713867,394.8914397954941,1914.2955875396729,1333.5104427337646
MI3_240819_TY1_0061_4_V02-8_1,조사통계월보 제76권 제1호에 포함된 취업자수 변화에 대해 알려주세요,258.41623544692993,985.0375129580498,1926.883897781372,1152.2584079504013
MI3_240819_TY1_0061_5_V02-1_1,산업별 취업자수 증감 차트(세로 막대형)에 대해 알려주세요,771.9240236282349,465.40651750564575,1578.5619831085205,1226.1622574329376
MI3_240819_TY1_0061_6_V02-4_1,조사통계월보 제76권 제1호에서 경기종합지수 꺾은선형 차트에 대해 알려주세요,192.65133142471313,1200.1434446573257,2026.2605953216553,964.6687614917755
MI3_240819_TY1_0061_7_V02-4_1,물가에 대한 꺾은선형 차트에 대해 알려주세요,285.9524989128113,1164.7617567777634,2004.180645942688,998.0205736160278
MI3_240819_TY1_0061_8_V02-8_1,조사통계월보 제76권 제1호 (2022. 1) 매매거래량 혼합형에 대해 알려주세요,420.37572622299194,1430.1139612197876,1723.7794351577759,1300.2667317390442
MI3_240819_TY1_0061_9_V02-4_1,대외 거래와 관련된 수출에 대한 꺾은선형 차트에 대해 알려주세요,269.5931649208069,359.6911924481392,1359.563226699829,1563.4021311998367
MI3_240819_TY1_0093_1_V02-4_1,인천지역 주요 업종별 제조업 생산 증가율 및 차트(꺾은선형)에 대해 알려주세요,321.48934602737427,2177.010958611965,1829.8627042770386,1206.4041100740433
MI3_240819_TY1_0093_2_V02-8_1,건축착공면적 증가율 차트에 대해 알려주세요,315.1268243789673,1320.5641301870346,1887.2573280334473,921.4212005138397
MI3_240819_TY1_0093_3_V01_1,대외거래 인천지역 수출 관련 표에 대해 알려주세요,316.5280055999756,1791.7652968764305,1881.7643547058105,1265.8103853464127
MI3_240819_TY1_0093_4_V01_1,표에 대해 알려주세요,307.98972845077515,1301.3563158512115,1881.3210439682007,1661.8915648460388
MI3_240819_TY1_0093_5_V02-4_1,인천지역의 취업자수 차트(꺾은선형)에 대해 알려주세요,318.7852096557617,1634.4262983202934,1824.4680309295654,677.3082543611526
MI3_240819_TY1_0093_6_V02-8_1,부동산 가격 동향에 대한 혼합형 차트에 대해 알려주세요,303.609983921051,1026.5357488393784,1888.8314580917358,1267.968748807907
MI3_240819_TY1_0093_7_V02-8_2,0.6 혼합형에 대해 알려주세요,343.2160806655884,2698.9567452967167,1820.2400970458984,551.2722169756889
MI3_240819_TY1_0093_8_V02-8_2,1.5 차트(혼합형)에 대해 알려주세요,336.3650155067444,2175.539126187563,1829.6935987472534,736.1011027693748
MI3_240819_TY1_0142_1_V02-4_1,제조업 업황BSI 꺾은선형에 대해 알려주세요,368.3080744743347,1701.4840478599072,1749.027600288391,582.780768930912
MI3_240819_TY1_0142_2_V02-8_1,울산지역 수요 지표와 대형소매점 판매지수에 대해 알려주세요,348.09212923049927,663.9162076115608,1796.346402168274,772.3458746671677
MI3_240819_TY1_0142_3_V02-4_1,소비자물가 등락률 전년동월대비등락률 꺾은선형에 대해 알려주세요,413.85429859161377,2336.8260114490986,1716.8642902374268,748.4748138785362
MI3_240819_TY1_0142_4_V02-8_1,울산지역 수출에 대한 차트(혼합형)에 대해 알려주세요,352.9583477973938,731.036110073328,1790.9190607070923,772.463855445385
MI3_240819_TY1_0142_5_V02-8_1,제목에 대한 정보와 소제목의 내용을 바탕으로 혼합형 차트에 대해 알려주세요,436.1315870285034,808.7860963344574,1549.4857358932495,1199.5670795440674
MI3_240819_TY1_0142_6_V02-3_1,제목에 해당하는 문서에서 금융기관별 여신잔액 비중 차트에 대해 알려주세요.,349.56751585006714,1784.8217334151268,1651.03449344635,1104.400971531868
MI3_240819_TY1_0144_1_V02-8_2,제조업 생산지수 혼합형에 대해 알려주세요,372.71472215652466,1701.858533591032,1756.3727521896362,579.9969034790993
MI3_240819_TY1_0144_2_V02-8_3,건축허가면적 혼합형에 대해 알려주세요,343.8831901550293,699.9565910100937,1784.752917289734,742.0074076652527
MI3_240819_TY1_0144_3_V02-8_1,울산지역 고용 및 물가 취업자증감 및 실업률 혼합형에 대해 알려주세요,419.2154908180237,2358.0381921827793,1703.0063581466675,742.0893198847771
MI3_240819_TY1_0144_4_V02-8_1,T01 T02 T03 혼합형에 대해 알려주세요,354.00054931640625,703.3763869702816,1807.6973152160645,765.867281973362
MI3_240819_TY1_0144_5_V02-3_1,금융기관별 수신잔액 비중 원형에 대해 알려주세요,405.5133605003357,762.6810168623924,1603.9363861083984,1059.6416674852371
